"STATE","YEAR","OFFENSE","AW","AB"
"(47) West Virginia",2011,11,1,0
"(47) West Virginia",2011,40,55,1
"(47) West Virginia",2011,40,9,1
"(47) West Virginia",2011,40,3,0
"(47) West Virginia",2011,40,4,0
"(47) West Virginia",2011,40,11,4
"(47) West Virginia",2011,11,1,0
"(47) West Virginia",2011,40,16,0
"(47) West Virginia",2011,40,2,0
"(47) West Virginia",2011,40,12,1
"(47) West Virginia",2011,40,3,0
"(47) West Virginia",2011,40,1,0
"(47) West Virginia",2011,40,2,0
"(47) West Virginia",2011,40,5,0
"(47) West Virginia",2011,40,1,0
"(47) West Virginia",2011,11,1,0
"(47) West Virginia",2011,40,54,3
"(47) West Virginia",2011,11,1,3
"(47) West Virginia",2011,40,47,48
"(47) West Virginia",2011,11,1,0
"(47) West Virginia",2011,40,5,6
"(47) West Virginia",2011,40,6,1
"(47) West Virginia",2011,11,0,1
"(47) West Virginia",2011,40,5,0
"(47) West Virginia",2011,40,14,6
"(47) West Virginia",2011,40,0,1
"(47) West Virginia",2011,40,4,0
"(47) West Virginia",2011,40,27,1
"(47) West Virginia",2011,40,6,0
"(47) West Virginia",2011,40,3,0
"(47) West Virginia",2011,11,1,0
"(47) West Virginia",2011,40,18,0
"(47) West Virginia",2011,40,10,4
"(47) West Virginia",2011,40,8,2
"(47) West Virginia",2011,40,9,6
"(47) West Virginia",2011,40,5,0
"(47) West Virginia",2011,40,0,0
"(47) West Virginia",2011,11,1,0
"(47) West Virginia",2011,40,5,0
"(47) West Virginia",2011,40,2,0
"(47) West Virginia",2011,40,3,0
"(47) West Virginia",2011,11,1,0
"(47) West Virginia",2011,40,12,1
"(47) West Virginia",2011,40,3,0
"(47) West Virginia",2011,40,17,4
"(47) West Virginia",2011,11,1,1
"(47) West Virginia",2011,40,19,1
"(47) West Virginia",2011,40,0,2
"(47) West Virginia",2011,40,7,0
"(47) West Virginia",2011,40,3,0
"(47) West Virginia",2011,40,36,4
"(47) West Virginia",2011,11,0,1
"(47) West Virginia",2011,40,20,8
"(47) West Virginia",2011,40,8,2
"(47) West Virginia",2011,40,7,0
"(47) West Virginia",2011,11,1,0
"(47) West Virginia",2011,40,1,0
"(47) West Virginia",2011,40,71,0
"(47) West Virginia",2011,40,19,1
"(47) West Virginia",2011,40,25,0
"(47) West Virginia",2011,40,37,13
"(47) West Virginia",2011,40,1,0
"(47) West Virginia",2011,40,1,0
"(47) West Virginia",2011,40,17,1
"(47) West Virginia",2011,40,1,0
"(47) West Virginia",2011,11,1,0
"(47) West Virginia",2011,40,11,0
"(47) West Virginia",2011,40,4,0
"(47) West Virginia",2011,40,3,0
"(47) West Virginia",2011,11,4,0
"(47) West Virginia",2011,40,24,1
"(47) West Virginia",2011,40,11,17
"(47) West Virginia",2011,40,1,0
"(47) West Virginia",2011,40,19,0
"(47) West Virginia",2011,40,15,1
"(47) West Virginia",2011,40,2,0
"(47) West Virginia",2011,40,6,0
"(47) West Virginia",2011,40,2,0
"(47) West Virginia",2011,40,5,0
"(47) West Virginia",2011,40,7,0
"(47) West Virginia",2011,40,1,0
"(47) West Virginia",2011,11,1,0
"(47) West Virginia",2011,40,1,0
"(47) West Virginia",2011,40,2,0
"(47) West Virginia",2011,40,1,0
"(47) West Virginia",2011,40,2,0
"(47) West Virginia",2011,40,1,0
"(47) West Virginia",2011,40,12,1
"(47) West Virginia",2011,40,41,7
"(47) West Virginia",2011,40,1,0
"(47) West Virginia",2011,40,1,0
"(47) West Virginia",2011,40,8,0
"(47) West Virginia",2011,40,17,0
"(47) West Virginia",2011,40,5,0
"(47) West Virginia",2011,40,3,0
"(47) West Virginia",2011,40,21,1
"(47) West Virginia",2011,40,7,0
"(47) West Virginia",2011,11,1,0
"(47) West Virginia",2011,40,5,1
"(47) West Virginia",2011,11,1,0
"(47) West Virginia",2011,40,6,0
"(47) West Virginia",2011,40,5,0
"(47) West Virginia",2011,40,8,0
"(47) West Virginia",2011,40,2,0
"(47) West Virginia",2011,40,1,1
"(47) West Virginia",2011,40,5,2
"(47) West Virginia",2011,40,1,0
"(47) West Virginia",2011,11,1,0
"(47) West Virginia",2011,40,7,0
"(47) West Virginia",2011,40,20,0
"(47) West Virginia",2011,40,4,0
"(47) West Virginia",2011,40,1,0
"(47) West Virginia",2011,11,1,0
"(47) West Virginia",2011,40,2,1
"(47) West Virginia",2011,40,12,0
"(47) West Virginia",2011,40,8,0
"(47) West Virginia",2011,40,6,0
"(47) West Virginia",2011,11,1,1
"(47) West Virginia",2011,40,34,0
"(47) West Virginia",2011,11,1,0
"(47) West Virginia",2011,40,5,0
"(47) West Virginia",2011,40,2,0
"(47) West Virginia",2011,11,2,0
"(47) West Virginia",2011,40,27,5
"(47) West Virginia",2011,40,2,0
"(47) West Virginia",2011,11,1,0
"(47) West Virginia",2011,40,5,0
"(47) West Virginia",2011,40,22,2
"(47) West Virginia",2011,40,8,0
"(47) West Virginia",2011,40,1,0
"(47) West Virginia",2011,40,3,0
"(47) West Virginia",2011,40,1,0
"(47) West Virginia",2011,40,5,0
"(47) West Virginia",2011,40,1,0
"(47) West Virginia",2011,40,4,1
"(47) West Virginia",2011,11,3,0
"(47) West Virginia",2011,40,4,0
"(47) West Virginia",2011,40,13,0
"(47) West Virginia",2011,40,3,0
"(47) West Virginia",2011,40,1,0
"(47) West Virginia",2011,40,2,0
"(47) West Virginia",2011,40,3,0
"(47) West Virginia",2011,40,18,1
"(47) West Virginia",2011,11,1,0
"(47) West Virginia",2011,40,5,0
"(47) West Virginia",2011,40,2,0
"(47) West Virginia",2011,40,3,0
"(47) West Virginia",2011,11,1,0
"(47) West Virginia",2011,40,4,0
"(47) West Virginia",2011,40,7,1
"(47) West Virginia",2011,40,11,0
"(47) West Virginia",2011,11,1,0
"(47) West Virginia",2011,40,12,2
"(47) West Virginia",2011,11,1,0
"(47) West Virginia",2011,40,8,0
"(47) West Virginia",2011,40,2,0
"(47) West Virginia",2011,40,5,0
"(47) West Virginia",2011,11,1,0
"(47) West Virginia",2011,40,16,1
"(47) West Virginia",2011,40,4,0
"(47) West Virginia",2011,40,0,0
"(47) West Virginia",2011,40,3,0
"(49) Wyoming",2011,40,1,0
"(49) Wyoming",2011,40,9,2
"(49) Wyoming",2011,40,2,0
"(49) Wyoming",2011,40,1,0
"(49) Wyoming",2011,40,8,0
"(49) Wyoming",2011,40,17,0
"(49) Wyoming",2011,40,24,0
"(49) Wyoming",2011,40,8,0
"(49) Wyoming",2011,40,24,0
"(49) Wyoming",2011,40,2,0
"(49) Wyoming",2011,40,2,0
"(49) Wyoming",2011,40,4,0
"(49) Wyoming",2011,11,1,0
"(49) Wyoming",2011,40,0,1
"(49) Wyoming",2011,40,2,0
"(49) Wyoming",2011,40,1,0
"(49) Wyoming",2011,40,1,0
"(49) Wyoming",2011,40,1,0
"(49) Wyoming",2011,40,12,0
"(49) Wyoming",2011,40,3,0
"(49) Wyoming",2011,11,1,1
"(49) Wyoming",2011,40,1,1
"(49) Wyoming",2011,40,1,0
"(49) Wyoming",2011,40,3,0
"(49) Wyoming",2011,40,1,0
"(49) Wyoming",2011,40,3,0
"(49) Wyoming",2011,40,12,0
"(49) Wyoming",2011,40,15,1
"(49) Wyoming",2011,11,1,0
"(49) Wyoming",2011,40,40,7
"(49) Wyoming",2011,40,6,1
"(49) Wyoming",2011,40,3,0
"(49) Wyoming",2011,40,9,0
"(49) Wyoming",2011,40,1,0
"(49) Wyoming",2011,40,1,0
"(49) Wyoming",2011,40,3,0
"(49) Wyoming",2011,11,0,1
"(49) Wyoming",2011,40,14,0
"(49) Wyoming",2011,11,1,0
"(49) Wyoming",2011,40,8,0
"(49) Wyoming",2011,40,8,0
"(49) Wyoming",2011,40,1,0
"(49) Wyoming",2011,40,18,0
"(49) Wyoming",2011,40,12,0
"(49) Wyoming",2011,40,7,0
"(49) Wyoming",2011,40,1,0
"(49) Wyoming",2011,11,2,0
"(49) Wyoming",2011,40,2,0
"(49) Wyoming",2011,40,2,0
"(49) Wyoming",2011,40,24,0
"(49) Wyoming",2011,40,5,0
"(49) Wyoming",2011,40,4,0
"(49) Wyoming",2011,40,23,0
"(49) Wyoming",2011,40,35,1
"(49) Wyoming",2011,40,5,0
"(49) Wyoming",2011,40,14,0
"(49) Wyoming",2011,40,7,0
"(49) Wyoming",2011,40,3,0
"(49) Wyoming",2011,40,2,0
"(49) Wyoming",2011,40,2,0
"(49) Wyoming",2011,40,1,0
"(50) Alaska",2012,11,5,3
"(50) Alaska",2012,40,385,141
"(50) Alaska",2012,11,1,2
"(50) Alaska",2012,40,14,9
"(50) Alaska",2012,40,12,1
"(50) Alaska",2012,40,8,0
"(50) Alaska",2012,40,22,2
"(50) Alaska",2012,40,1,0
"(50) Alaska",2012,40,6,0
"(50) Alaska",2012,40,2,0
"(50) Alaska",2012,40,4,0
"(50) Alaska",2012,40,1,0
"(50) Alaska",2012,40,1,0
"(50) Alaska",2012,40,4,1
"(50) Alaska",2012,11,0,0
"(50) Alaska",2012,40,1,2
"(50) Alaska",2012,40,2,0
"(50) Alaska",2012,40,2,0
"(50) Alaska",2012,40,8,0
"(50) Alaska",2012,11,0,0
"(50) Alaska",2012,40,3,0
"(50) Alaska",2012,40,11,0
"(50) Alaska",2012,40,3,0
"(50) Alaska",2012,40,22,2
"(50) Alaska",2012,40,9,2
"(50) Alaska",2012,40,4,0
"(50) Alaska",2012,40,1,0
"(50) Alaska",2012,11,0,0
"(50) Alaska",2012,40,6,1
"(50) Alaska",2012,40,1,0
"(50) Alaska",2012,40,0,0
"(50) Alaska",2012,40,2,0
"(50) Alaska",2012,40,0,0
"(50) Alaska",2012,40,5,1
"(50) Alaska",2012,11,1,0
"(50) Alaska",2012,40,13,0
"(1) Alabama",2012,11,0,1
"(1) Alabama",2012,40,3,3
"(3) Arkansas",2012,40,3,1
"(3) Arkansas",2012,40,4,3
"(3) Arkansas",2012,40,2,5
"(3) Arkansas",2012,40,5,4
"(3) Arkansas",2012,11,1,0
"(3) Arkansas",2012,40,0,5
"(3) Arkansas",2012,11,0,1
"(3) Arkansas",2012,40,1,0
"(3) Arkansas",2012,11,2,0
"(3) Arkansas",2012,40,10,0
"(3) Arkansas",2012,40,1,0
"(3) Arkansas",2012,40,1,0
"(3) Arkansas",2012,40,83,1
"(3) Arkansas",2012,11,0,1
"(3) Arkansas",2012,40,26,5
"(3) Arkansas",2012,11,1,0
"(3) Arkansas",2012,40,55,9
"(3) Arkansas",2012,40,15,0
"(3) Arkansas",2012,40,11,0
"(3) Arkansas",2012,40,1,0
"(3) Arkansas",2012,40,4,0
"(3) Arkansas",2012,40,4,0
"(3) Arkansas",2012,40,2,0
"(3) Arkansas",2012,40,5,1
"(3) Arkansas",2012,40,2,0
"(3) Arkansas",2012,11,1,0
"(3) Arkansas",2012,40,13,1
"(3) Arkansas",2012,40,12,0
"(3) Arkansas",2012,11,2,0
"(3) Arkansas",2012,40,23,0
"(3) Arkansas",2012,40,1,0
"(3) Arkansas",2012,40,1,4
"(3) Arkansas",2012,11,0,5
"(3) Arkansas",2012,40,2,2
"(3) Arkansas",2012,40,8,0
"(3) Arkansas",2012,40,5,0
"(3) Arkansas",2012,40,0,12
"(3) Arkansas",2012,40,3,0
"(3) Arkansas",2012,40,3,8
"(3) Arkansas",2012,40,1,1
"(3) Arkansas",2012,40,1,0
"(3) Arkansas",2012,40,4,0
"(3) Arkansas",2012,40,2,0
"(3) Arkansas",2012,40,1,0
"(3) Arkansas",2012,40,14,0
"(3) Arkansas",2012,40,5,0
"(3) Arkansas",2012,40,4,1
"(3) Arkansas",2012,40,5,5
"(3) Arkansas",2012,40,0,1
"(3) Arkansas",2012,40,5,0
"(3) Arkansas",2012,40,4,7
"(3) Arkansas",2012,40,2,0
"(3) Arkansas",2012,40,3,0
"(3) Arkansas",2012,11,2,2
"(3) Arkansas",2012,40,60,62
"(3) Arkansas",2012,40,1,0
"(3) Arkansas",2012,40,0,1
"(3) Arkansas",2012,40,32,0
"(3) Arkansas",2012,11,1,0
"(3) Arkansas",2012,40,19,1
"(3) Arkansas",2012,40,1,0
"(3) Arkansas",2012,40,1,0
"(3) Arkansas",2012,11,0,0
"(3) Arkansas",2012,40,10,26
"(3) Arkansas",2012,11,0,4
"(3) Arkansas",2012,40,21,134
"(3) Arkansas",2012,40,0,1
"(3) Arkansas",2012,40,9,12
"(3) Arkansas",2012,40,0,0
"(3) Arkansas",2012,40,1,4
"(3) Arkansas",2012,11,0,2
"(3) Arkansas",2012,40,3,8
"(3) Arkansas",2012,40,7,9
"(3) Arkansas",2012,40,2,6
"(3) Arkansas",2012,11,1,0
"(3) Arkansas",2012,40,7,7
"(3) Arkansas",2012,40,10,9
"(3) Arkansas",2012,11,1,0
"(3) Arkansas",2012,40,16,2
"(3) Arkansas",2012,40,24,32
"(3) Arkansas",2012,40,1,0
"(3) Arkansas",2012,40,1,0
"(3) Arkansas",2012,40,1,0
"(3) Arkansas",2012,40,1,0
"(3) Arkansas",2012,40,13,1
"(3) Arkansas",2012,40,9,0
"(3) Arkansas",2012,40,1,0
"(3) Arkansas",2012,40,5,0
"(3) Arkansas",2012,40,1,0
"(3) Arkansas",2012,11,1,0
"(3) Arkansas",2012,40,98,8
"(3) Arkansas",2012,11,2,8
"(3) Arkansas",2012,40,19,12
"(3) Arkansas",2012,40,9,0
"(3) Arkansas",2012,40,14,0
"(3) Arkansas",2012,40,7,1
"(3) Arkansas",2012,11,1,0
"(3) Arkansas",2012,40,7,1
"(3) Arkansas",2012,40,5,0
"(3) Arkansas",2012,40,6,4
"(3) Arkansas",2012,11,0,1
"(3) Arkansas",2012,40,5,25
"(3) Arkansas",2012,40,1,0
"(3) Arkansas",2012,40,5,1
"(3) Arkansas",2012,40,2,13
"(3) Arkansas",2012,40,0,1
"(3) Arkansas",2012,40,54,9
"(3) Arkansas",2012,40,3,0
"(3) Arkansas",2012,40,2,0
"(3) Arkansas",2012,40,7,0
"(3) Arkansas",2012,40,2,0
"(3) Arkansas",2012,40,1,0
"(3) Arkansas",2012,40,0,2
"(3) Arkansas",2012,40,13,5
"(3) Arkansas",2012,11,1,5
"(3) Arkansas",2012,40,12,79
"(3) Arkansas",2012,40,1,0
"(3) Arkansas",2012,40,1,0
"(3) Arkansas",2012,11,0,0
"(3) Arkansas",2012,40,7,0
"(3) Arkansas",2012,40,5,0
"(3) Arkansas",2012,40,0,0
"(3) Arkansas",2012,40,0,1
"(3) Arkansas",2012,40,1,0
"(3) Arkansas",2012,40,6,0
"(3) Arkansas",2012,40,4,0
"(3) Arkansas",2012,40,3,1
"(3) Arkansas",2012,40,1,0
"(3) Arkansas",2012,40,7,3
"(3) Arkansas",2012,40,1,0
"(3) Arkansas",2012,40,2,1
"(3) Arkansas",2012,40,18,1
"(3) Arkansas",2012,40,1,0
"(3) Arkansas",2012,40,24,2
"(3) Arkansas",2012,40,1,0
"(3) Arkansas",2012,40,7,1
"(3) Arkansas",2012,40,1,0
"(3) Arkansas",2012,40,7,1
"(3) Arkansas",2012,40,22,0
"(3) Arkansas",2012,40,23,0
"(3) Arkansas",2012,40,3,0
"(3) Arkansas",2012,40,1,0
"(3) Arkansas",2012,40,1,0
"(3) Arkansas",2012,11,0,1
"(3) Arkansas",2012,40,25,47
"(3) Arkansas",2012,40,0,1
"(3) Arkansas",2012,11,0,2
"(3) Arkansas",2012,40,4,25
"(3) Arkansas",2012,40,7,49
"(3) Arkansas",2012,40,3,0
"(3) Arkansas",2012,40,1,0
"(3) Arkansas",2012,40,3,4
"(3) Arkansas",2012,40,2,3
"(3) Arkansas",2012,11,1,0
"(3) Arkansas",2012,40,2,2
"(3) Arkansas",2012,11,0,1
"(3) Arkansas",2012,40,5,22
"(3) Arkansas",2012,40,1,0
"(3) Arkansas",2012,11,0,1
"(3) Arkansas",2012,40,2,34
"(3) Arkansas",2012,40,3,0
"(3) Arkansas",2012,40,1,0
"(3) Arkansas",2012,40,0,0
"(3) Arkansas",2012,40,1,0
"(3) Arkansas",2012,11,1,0
"(3) Arkansas",2012,40,9,4
"(3) Arkansas",2012,40,4,0
"(3) Arkansas",2012,40,7,0
"(3) Arkansas",2012,40,10,0
"(3) Arkansas",2012,11,0,0
"(3) Arkansas",2012,40,2,0
"(3) Arkansas",2012,11,2,0
"(3) Arkansas",2012,40,9,0
"(3) Arkansas",2012,40,14,1
"(3) Arkansas",2012,40,2,0
"(3) Arkansas",2012,40,1,1
"(3) Arkansas",2012,11,5,3
"(3) Arkansas",2012,40,68,34
"(3) Arkansas",2012,11,0,1
"(3) Arkansas",2012,40,44,55
"(3) Arkansas",2012,11,3,16
"(3) Arkansas",2012,40,21,108
"(3) Arkansas",2012,11,2,10
"(3) Arkansas",2012,40,30,71
"(3) Arkansas",2012,40,36,10
"(3) Arkansas",2012,40,0,4
"(3) Arkansas",2012,40,1,2
"(3) Arkansas",2012,40,3,9
"(3) Arkansas",2012,40,3,0
"(3) Arkansas",2012,11,0,3
"(3) Arkansas",2012,40,2,20
"(3) Arkansas",2012,40,0,1
"(3) Arkansas",2012,40,20,2
"(3) Arkansas",2012,11,3,2
"(3) Arkansas",2012,40,31,12
"(3) Arkansas",2012,40,4,0
"(3) Arkansas",2012,40,4,0
"(3) Arkansas",2012,40,21,1
"(3) Arkansas",2012,11,3,2
"(3) Arkansas",2012,40,123,42
"(3) Arkansas",2012,40,12,0
"(3) Arkansas",2012,40,7,1
"(3) Arkansas",2012,40,3,0
"(3) Arkansas",2012,40,3,2
"(3) Arkansas",2012,40,1,0
"(3) Arkansas",2012,40,3,0
"(3) Arkansas",2012,40,2,0
"(3) Arkansas",2012,40,5,0
"(3) Arkansas",2012,40,4,5
"(3) Arkansas",2012,11,0,0
"(3) Arkansas",2012,40,13,61
"(3) Arkansas",2012,40,1,0
"(3) Arkansas",2012,40,2,0
"(3) Arkansas",2012,11,2,0
"(3) Arkansas",2012,40,71,3
"(3) Arkansas",2012,40,56,29
"(3) Arkansas",2012,11,0,1
"(3) Arkansas",2012,40,84,12
"(3) Arkansas",2012,40,8,0
"(3) Arkansas",2012,40,2,0
"(3) Arkansas",2012,40,11,0
"(3) Arkansas",2012,40,2,0
"(3) Arkansas",2012,40,1,0
"(3) Arkansas",2012,40,1,0
"(3) Arkansas",2012,40,4,0
"(3) Arkansas",2012,40,3,0
"(3) Arkansas",2012,40,8,0
"(3) Arkansas",2012,40,15,1
"(3) Arkansas",2012,40,2,0
"(3) Arkansas",2012,11,1,0
"(3) Arkansas",2012,40,13,0
"(3) Arkansas",2012,40,3,2
"(3) Arkansas",2012,40,1,0
"(2) Arizona",2012,40,6,0
"(2) Arizona",2012,11,1,0
"(2) Arizona",2012,40,3,0
"(2) Arizona",2012,40,10,0
"(2) Arizona",2012,11,2,0
"(2) Arizona",2012,40,72,5
"(2) Arizona",2012,40,5,1
"(2) Arizona",2012,11,2,0
"(2) Arizona",2012,40,3,0
"(2) Arizona",2012,11,3,0
"(2) Arizona",2012,40,43,0
"(2) Arizona",2012,40,1,1
"(2) Arizona",2012,11,1,0
"(2) Arizona",2012,40,26,1
"(2) Arizona",2012,11,1,0
"(2) Arizona",2012,40,9,0
"(2) Arizona",2012,11,1,0
"(2) Arizona",2012,40,20,2
"(2) Arizona",2012,40,50,9
"(2) Arizona",2012,40,15,0
"(2) Arizona",2012,11,0,0
"(2) Arizona",2012,40,10,1
"(2) Arizona",2012,40,0,3
"(2) Arizona",2012,11,3,0
"(2) Arizona",2012,40,19,1
"(2) Arizona",2012,40,7,0
"(2) Arizona",2012,11,1,0
"(2) Arizona",2012,40,17,0
"(2) Arizona",2012,40,52,1
"(2) Arizona",2012,40,1,0
"(2) Arizona",2012,40,26,1
"(2) Arizona",2012,40,5,0
"(2) Arizona",2012,11,8,0
"(2) Arizona",2012,40,609,100
"(2) Arizona",2012,11,2,3
"(2) Arizona",2012,40,16,2
"(2) Arizona",2012,11,1,0
"(2) Arizona",2012,40,18,5
"(2) Arizona",2012,11,3,0
"(2) Arizona",2012,40,111,21
"(2) Arizona",2012,11,2,0
"(2) Arizona",2012,40,24,3
"(2) Arizona",2012,11,1,0
"(2) Arizona",2012,40,37,7
"(2) Arizona",2012,40,48,16
"(2) Arizona",2012,40,13,3
"(2) Arizona",2012,11,5,4
"(2) Arizona",2012,40,314,77
"(2) Arizona",2012,40,2,0
"(2) Arizona",2012,11,0,1
"(2) Arizona",2012,40,51,3
"(2) Arizona",2012,11,50,21
"(2) Arizona",2012,40,1289,456
"(2) Arizona",2012,11,2,0
"(2) Arizona",2012,40,74,9
"(2) Arizona",2012,11,2,0
"(2) Arizona",2012,40,33,7
"(2) Arizona",2012,11,4,1
"(2) Arizona",2012,40,40,13
"(2) Arizona",2012,11,1,0
"(2) Arizona",2012,40,10,0
"(2) Arizona",2012,40,6,0
"(2) Arizona",2012,40,6,0
"(2) Arizona",2012,11,7,0
"(2) Arizona",2012,40,95,2
"(2) Arizona",2012,11,2,0
"(2) Arizona",2012,40,20,0
"(2) Arizona",2012,11,0,1
"(2) Arizona",2012,40,38,1
"(2) Arizona",2012,11,1,0
"(2) Arizona",2012,40,38,1
"(2) Arizona",2012,40,0,0
"(2) Arizona",2012,40,44,1
"(2) Arizona",2012,40,10,3
"(2) Arizona",2012,40,25,0
"(2) Arizona",2012,40,11,0
"(2) Arizona",2012,11,0,0
"(2) Arizona",2012,40,28,2
"(2) Arizona",2012,40,10,0
"(2) Arizona",2012,11,11,2
"(2) Arizona",2012,40,197,19
"(2) Arizona",2012,11,1,0
"(2) Arizona",2012,40,8,3
"(2) Arizona",2012,11,30,9
"(2) Arizona",2012,40,353,74
"(2) Arizona",2012,40,8,0
"(2) Arizona",2012,11,3,0
"(2) Arizona",2012,40,5,0
"(2) Arizona",2012,40,16,1
"(2) Arizona",2012,40,1,0
"(2) Arizona",2012,40,2,1
"(2) Arizona",2012,40,0,1
"(2) Arizona",2012,11,5,1
"(2) Arizona",2012,40,20,3
"(2) Arizona",2012,11,5,2
"(2) Arizona",2012,40,34,3
"(2) Arizona",2012,11,0,1
"(2) Arizona",2012,40,11,6
"(2) Arizona",2012,40,27,5
"(2) Arizona",2012,40,1,0
"(2) Arizona",2012,40,3,0
"(2) Arizona",2012,40,32,1
"(2) Arizona",2012,40,24,8
"(2) Arizona",2012,40,0,0
"(2) Arizona",2012,11,0,1
"(2) Arizona",2012,40,32,0
"(2) Arizona",2012,11,2,0
"(2) Arizona",2012,40,72,0
"(2) Arizona",2012,40,23,2
"(2) Arizona",2012,40,4,0
"(2) Arizona",2012,40,50,2
"(2) Arizona",2012,11,2,0
"(2) Arizona",2012,40,36,1
"(2) Arizona",2012,11,1,0
"(2) Arizona",2012,40,6,0
"(2) Arizona",2012,11,1,0
"(2) Arizona",2012,40,8,0
"(2) Arizona",2012,11,1,0
"(2) Arizona",2012,40,18,0
"(2) Arizona",2012,11,5,1
"(2) Arizona",2012,40,34,0
"(2) Arizona",2012,40,11,1
"(2) Arizona",2012,40,107,12
"(2) Arizona",2012,40,7,0
"(2) Arizona",2012,11,0,0
"(2) Arizona",2012,40,15,0
"(2) Arizona",2012,40,3,0
"(2) Arizona",2012,11,2,0
"(2) Arizona",2012,40,21,4
"(4) California",2012,11,2,1
"(4) California",2012,40,244,123
"(4) California",2012,40,52,24
"(4) California",2012,40,7,1
"(4) California",2012,11,0,2
"(4) California",2012,40,62,63
"(4) California",2012,40,10,14
"(4) California",2012,11,1,1
"(4) California",2012,40,89,34
"(4) California",2012,11,3,1
"(4) California",2012,40,130,52
"(4) California",2012,11,2,0
"(4) California",2012,40,105,13
"(4) California",2012,11,0,2
"(4) California",2012,40,54,8
"(4) California",2012,11,2,14
"(4) California",2012,40,149,352
"(4) California",2012,40,4,0
"(4) California",2012,11,1,0
"(4) California",2012,40,30,3
"(4) California",2012,11,3,1
"(4) California",2012,40,87,63
"(4) California",2012,11,1,3
"(4) California",2012,40,47,28
"(4) California",2012,40,2,1
"(4) California",2012,40,0,1
"(4) California",2012,40,4,19
"(4) California",2012,40,31,7
"(4) California",2012,40,4,2
"(4) California",2012,11,1,0
"(4) California",2012,40,18,17
"(4) California",2012,40,4,0
"(4) California",2012,40,49,1
"(4) California",2012,40,10,0
"(4) California",2012,40,11,0
"(4) California",2012,40,7,0
"(4) California",2012,40,2,0
"(4) California",2012,11,7,0
"(4) California",2012,40,180,9
"(4) California",2012,40,4,0
"(4) California",2012,11,1,0
"(4) California",2012,40,130,19
"(4) California",2012,11,2,0
"(4) California",2012,40,16,1
"(4) California",2012,40,60,7
"(4) California",2012,11,1,0
"(4) California",2012,40,65,2
"(4) California",2012,40,3,0
"(4) California",2012,40,1,0
"(4) California",2012,40,7,0
"(4) California",2012,40,113,1
"(4) California",2012,40,19,1
"(4) California",2012,11,1,0
"(4) California",2012,40,17,0
"(4) California",2012,11,1,0
"(4) California",2012,40,11,0
"(4) California",2012,40,14,0
"(4) California",2012,11,1,0
"(4) California",2012,40,5,0
"(4) California",2012,11,27,8
"(4) California",2012,40,246,122
"(4) California",2012,11,7,7
"(4) California",2012,40,172,106
"(4) California",2012,40,43,11
"(4) California",2012,40,6,1
"(4) California",2012,11,2,0
"(4) California",2012,40,159,25
"(4) California",2012,40,12,5
"(4) California",2012,11,0,2
"(4) California",2012,40,8,13
"(4) California",2012,40,19,13
"(4) California",2012,11,1,2
"(4) California",2012,40,53,48
"(4) California",2012,40,40,5
"(4) California",2012,11,4,2
"(4) California",2012,40,109,174
"(4) California",2012,11,10,2
"(4) California",2012,40,55,48
"(4) California",2012,40,16,3
"(4) California",2012,11,1,0
"(4) California",2012,40,1,0
"(4) California",2012,40,42,6
"(4) California",2012,11,1,0
"(4) California",2012,40,10,0
"(4) California",2012,40,5,0
"(4) California",2012,40,1,0
"(4) California",2012,40,4,5
"(4) California",2012,40,0,1
"(4) California",2012,40,12,3
"(4) California",2012,11,2,0
"(4) California",2012,40,14,3
"(4) California",2012,11,1,0
"(4) California",2012,40,6,0
"(4) California",2012,11,2,0
"(4) California",2012,40,21,11
"(4) California",2012,11,0,2
"(4) California",2012,40,7,2
"(4) California",2012,11,1,0
"(4) California",2012,40,50,0
"(4) California",2012,40,52,4
"(4) California",2012,40,8,0
"(4) California",2012,11,4,0
"(4) California",2012,40,253,5
"(4) California",2012,40,32,2
"(4) California",2012,11,1,0
"(4) California",2012,40,90,4
"(4) California",2012,40,3,0
"(4) California",2012,11,7,0
"(4) California",2012,40,435,28
"(4) California",2012,11,1,0
"(4) California",2012,40,116,17
"(4) California",2012,40,84,3
"(4) California",2012,40,29,0
"(4) California",2012,40,19,2
"(4) California",2012,11,33,12
"(4) California",2012,40,1352,407
"(4) California",2012,40,48,2
"(4) California",2012,40,59,0
"(4) California",2012,40,28,0
"(4) California",2012,40,57,2
"(4) California",2012,40,49,0
"(4) California",2012,40,51,1
"(4) California",2012,11,3,0
"(4) California",2012,40,54,2
"(4) California",2012,40,79,5
"(4) California",2012,40,4,0
"(4) California",2012,40,1,0
"(4) California",2012,40,18,1
"(4) California",2012,40,3,1
"(4) California",2012,40,34,0
"(4) California",2012,40,37,0
"(4) California",2012,40,19,2
"(4) California",2012,40,3,0
"(4) California",2012,11,1,0
"(4) California",2012,40,123,6
"(4) California",2012,40,38,3
"(4) California",2012,40,148,8
"(4) California",2012,40,1,0
"(4) California",2012,40,39,1
"(4) California",2012,40,13,0
"(4) California",2012,40,0,0
"(4) California",2012,40,3,0
"(4) California",2012,40,175,17
"(4) California",2012,40,52,6
"(4) California",2012,11,2,0
"(4) California",2012,40,66,0
"(4) California",2012,11,2,0
"(4) California",2012,40,96,11
"(4) California",2012,40,16,0
"(4) California",2012,40,12,0
"(4) California",2012,40,5,0
"(4) California",2012,11,1,0
"(4) California",2012,40,32,0
