"STATE","YEAR","OFFENSE","AW","AB"
"50",2006,11,9,2
"50",2006,40,274,91
"50",2006,11,1,2
"50",2006,40,50,11
"50",2006,11,1,0
"50",2006,40,18,3
"50",2006,40,10,0
"50",2006,11,0,0
"50",2006,40,5,0
"50",2006,40,1,0
"50",2006,40,1,0
"50",2006,11,1,0
"50",2006,40,1,0
"50",2006,40,0,1
"50",2006,40,14,0
"50",2006,40,1,0
"50",2006,40,22,0
"50",2006,40,0,0
"50",2006,40,20,2
"50",2006,40,3,0
"50",2006,40,28,0
"50",2006,40,5,0
"50",2006,40,2,0
"50",2006,40,2,0
"50",2006,11,0,0
"50",2006,40,7,1
"50",2006,40,0,0
"50",2006,40,3,0
"50",2006,40,8,1
"50",2006,11,0,0
"50",2006,40,1,0
"50",2006,40,3,0
"50",2006,40,0,0
"50",2006,11,1,0
"50",2006,11,4,0
"50",2006,40,141,5
"1",2006,11,3,2
"1",2006,40,31,23
"1",2006,11,0,10
"1",2006,40,9,50
"1",2006,11,3,63
"1",2006,40,37,536
"1",2006,11,1,0
"1",2006,40,1,0
"1",2006,11,0,1
"1",2006,40,0,12
"1",2006,40,3,10
"1",2006,11,1,3
"1",2006,40,6,5
"1",2006,40,5,0
"1",2006,40,2,3
"1",2006,40,2,0
"1",2006,11,0,2
"1",2006,40,0,6
"1",2006,40,6,6
"1",2006,40,5,4
"1",2006,40,1,0
"1",2006,11,2,0
"1",2006,40,21,4
"1",2006,11,3,16
"1",2006,40,31,116
"1",2006,11,1,3
"1",2006,40,2,23
"1",2006,40,5,1
"1",2006,40,4,1
"1",2006,11,0,5
"1",2006,40,20,30
"1",2006,11,1,0
"1",2006,40,10,7
"1",2006,11,1,0
"1",2006,40,6,7
"1",2006,40,20,0
"1",2006,40,1,0
"1",2006,40,1,0
"1",2006,40,0,2
"1",2006,40,2,0
"1",2006,11,1,0
"1",2006,40,3,0
"1",2006,40,0,10
"1",2006,40,0,3
"1",2006,40,10,8
"1",2006,40,0,1
"1",2006,40,0,2
"1",2006,40,1,1
"1",2006,40,2,0
"1",2006,40,2,0
"1",2006,40,0,10
"1",2006,40,5,4
"1",2006,40,0,1
"1",2006,11,3,8
"1",2006,40,25,60
"1",2006,11,2,0
"1",2006,40,7,4
"1",2006,11,0,2
"1",2006,40,0,1
"1",2006,11,3,0
"1",2006,40,1,18
"1",2006,11,0,2
"1",2006,40,0,18
"1",2006,11,0,2
"1",2006,40,6,19
"1",2006,40,3,1
"1",2006,40,0,1
"1",2006,11,3,0
"1",2006,40,10,0
"1",2006,40,2,0
"1",2006,40,3,5
"1",2006,40,1,1
"1",2006,40,1,0
"1",2006,40,0,1
"1",2006,40,1,0
"1",2006,40,2,7
"1",2006,11,0,2
"1",2006,40,5,6
"1",2006,11,3,0
"1",2006,40,3,3
"1",2006,40,3,2
"1",2006,11,0,1
"1",2006,40,6,3
"1",2006,40,0,1
"1",2006,11,1,0
"1",2006,40,5,7
"1",2006,40,1,0
"1",2006,40,2,0
"1",2006,11,5,0
"1",2006,40,13,1
"1",2006,40,6,0
"1",2006,40,0,3
"1",2006,11,1,1
"1",2006,40,7,18
"1",2006,40,0,4
"1",2006,40,4,4
"1",2006,40,5,7
"1",2006,11,0,5
"1",2006,40,5,58
"1",2006,40,3,0
"1",2006,11,5,5
"1",2006,40,29,22
"1",2006,40,8,12
"1",2006,11,0,1
"1",2006,40,4,13
"1",2006,40,0,1
"1",2006,40,4,2
"1",2006,40,1,10
"1",2006,40,1,0
"1",2006,11,4,2
"1",2006,40,13,39
"1",2006,40,1,0
"1",2006,40,12,2
"1",2006,11,1,0
"1",2006,40,1,2
"1",2006,11,2,0
"1",2006,40,16,3
"1",2006,11,1,0
"1",2006,40,3,1
"1",2006,40,7,7
"1",2006,40,0,1
"1",2006,40,1,0
"1",2006,40,0,9
"1",2006,40,4,8
"1",2006,40,2,1
"1",2006,40,0,4
"1",2006,11,3,0
"1",2006,40,3,3
"1",2006,11,2,17
"1",2006,40,7,24
"1",2006,11,2,0
"1",2006,40,28,3
"1",2006,40,2,4
"1",2006,40,12,3
"1",2006,40,3,0
"1",2006,11,0,1
"1",2006,40,10,1
"1",2006,40,2,1
"1",2006,40,0,2
"1",2006,11,2,1
"1",2006,40,14,9
"1",2006,11,1,8
"1",2006,40,9,5
"1",2006,11,1,0
"1",2006,40,40,8
"1",2006,11,0,1
"1",2006,40,0,29
"1",2006,40,0,9
"1",2006,11,9,2
"1",2006,40,32,5
"1",2006,11,3,7
"1",2006,40,71,112
"1",2006,40,1,0
"1",2006,11,0,1
"1",2006,40,3,1
"1",2006,40,0,0
"1",2006,40,2,0
"1",2006,40,3,4
"1",2006,40,2,0
"1",2006,11,3,0
"1",2006,40,25,31
"1",2006,11,1,0
"1",2006,40,5,0
"1",2006,11,1,0
"1",2006,40,1,6
"1",2006,40,3,10
"1",2006,40,1,13
"1",2006,40,0,4
"1",2006,11,3,3
"1",2006,40,5,5
"1",2006,40,3,18
"1",2006,11,0,2
"1",2006,40,1,7
"1",2006,40,3,1
"1",2006,11,5,0
"1",2006,40,23,7
"1",2006,40,8,3
"1",2006,40,1,0
"1",2006,40,4,0
"1",2006,40,1,0
"1",2006,40,2,0
"1",2006,11,1,3
"1",2006,40,29,8
"1",2006,11,0,1
"1",2006,40,1,3
"1",2006,40,0,5
"1",2006,11,1,0
"1",2006,40,3,0
"1",2006,40,0,2
"1",2006,40,6,7
"1",2006,40,0,3
"1",2006,40,0,5
"1",2006,11,9,0
"1",2006,40,34,14
"1",2006,11,1,11
"1",2006,40,11,50
"1",2006,40,0,1
"1",2006,40,2,1
"1",2006,40,28,2
"1",2006,40,1,5
"1",2006,40,0,2
"1",2006,11,0,3
"1",2006,40,1,40
"1",2006,40,0,2
"1",2006,40,0,8
"3",2006,40,1,1
"3",2006,40,3,13
"3",2006,40,5,5
"3",2006,40,0,6
"3",2006,40,1,2
"3",2006,11,1,0
"3",2006,40,16,0
"3",2006,40,2,0
"3",2006,40,37,0
"3",2006,11,1,0
"3",2006,40,19,0
"3",2006,40,24,1
"3",2006,40,5,1
"3",2006,40,2,0
"3",2006,40,4,0
"3",2006,11,3,0
"3",2006,40,7,0
"3",2006,40,2,0
"3",2006,40,1,0
"3",2006,40,1,0
"3",2006,40,8,0
"3",2006,11,1,0
"3",2006,40,28,0
"3",2006,40,27,2
"3",2006,40,1,0
"3",2006,11,0,1
"3",2006,40,1,7
"3",2006,40,0,1
"3",2006,40,1,0
"3",2006,40,2,0
"3",2006,40,11,0
"3",2006,40,1,0
"3",2006,40,1,1
"3",2006,11,1,0
"3",2006,40,3,5
"3",2006,40,3,11
"3",2006,40,1,2
"3",2006,40,20,0
"3",2006,40,3,0
"3",2006,40,1,0
"3",2006,40,10,0
"3",2006,40,3,0
"3",2006,40,1,0
"3",2006,40,0,1
"3",2006,40,0,1
"3",2006,40,8,20
"3",2006,40,1,6
"3",2006,11,0,1
"3",2006,40,0,1
"3",2006,40,9,6
"3",2006,11,1,0
"3",2006,40,8,0
"3",2006,11,0,3
"3",2006,40,84,70
"3",2006,40,1,0
"3",2006,40,1,0
"3",2006,11,1,0
"3",2006,40,14,1
"3",2006,40,2,20
"3",2006,11,2,0
"3",2006,40,16,106
"3",2006,40,3,2
"3",2006,40,10,1
"3",2006,40,1,5
"3",2006,40,0,4
"3",2006,11,1,2
"3",2006,40,3,18
"3",2006,40,5,2
"3",2006,40,0,2
"3",2006,11,0,1
"3",2006,40,4,15
"3",2006,40,6,1
"3",2006,40,13,7
"3",2006,40,8,1
"3",2006,11,0,1
"3",2006,40,13,8
"3",2006,40,1,0
"3",2006,40,1,0
"3",2006,40,2,0
"3",2006,11,2,0
"3",2006,40,3,0
"3",2006,40,1,0
"3",2006,40,2,0
"3",2006,11,2,0
"3",2006,40,32,5
"3",2006,11,1,1
"3",2006,40,77,92
"3",2006,40,9,1
"3",2006,40,3,0
"3",2006,40,3,0
"3",2006,40,23,4
"3",2006,40,0,0
"3",2006,40,2,0
"3",2006,11,0,1
"3",2006,40,5,21
"3",2006,40,1,0
"3",2006,40,3,6
"3",2006,40,2,0
"3",2006,11,0,1
"3",2006,40,1,2
"3",2006,40,1,0
"3",2006,40,1,0
"3",2006,40,1,0
"3",2006,40,7,1
"3",2006,40,7,3
"3",2006,40,0,1
"3",2006,40,1,0
"3",2006,11,1,0
"3",2006,40,18,12
"3",2006,11,0,5
"3",2006,40,12,71
"3",2006,40,2,0
"3",2006,40,1,0
"3",2006,40,1,0
"3",2006,40,1,0
"3",2006,40,2,1
"3",2006,11,0,1
"3",2006,40,0,12
"3",2006,40,0,1
"3",2006,40,0,1
"3",2006,11,0,1
"3",2006,40,4,0
"3",2006,40,9,0
"3",2006,11,1,0
"3",2006,40,28,5
"3",2006,40,0,3
"3",2006,40,10,0
"3",2006,40,0,3
"3",2006,40,0,2
"3",2006,40,1,0
"3",2006,40,6,0
"3",2006,11,2,0
"3",2006,40,9,0
"3",2006,40,5,0
"3",2006,40,2,0
"3",2006,40,1,0
"3",2006,40,2,0
"3",2006,11,5,4
"3",2006,40,27,18
"3",2006,11,0,2
"3",2006,40,39,59
"3",2006,40,6,6
"3",2006,11,0,1
"3",2006,40,2,21
"3",2006,11,0,1
"3",2006,40,9,48
"3",2006,40,3,0
"3",2006,40,0,2
"3",2006,40,8,1
"3",2006,40,2,0
"3",2006,40,1,2
"3",2006,40,3,0
"3",2006,40,4,5
"3",2006,40,2,11
"3",2006,40,5,0
"3",2006,11,0,3
"3",2006,40,8,58
"3",2006,40,3,0
"3",2006,40,1,0
"3",2006,40,7,0
"3",2006,40,7,1
"3",2006,40,1,0
"3",2006,11,0,0
"3",2006,40,15,0
"3",2006,40,7,2
"3",2006,11,4,0
"3",2006,40,8,0
"3",2006,11,1,0
"3",2006,40,3,0
"3",2006,40,4,0
"3",2006,40,2,0
"3",2006,40,2,0
"3",2006,40,1,0
"3",2006,40,1,0
"3",2006,40,0,1
"3",2006,11,4,3
"3",2006,40,74,62
"3",2006,11,3,3
"3",2006,40,26,38
"3",2006,11,2,40
"3",2006,40,222,791
"3",2006,11,1,11
"3",2006,40,36,107
"3",2006,40,16,13
"3",2006,40,0,1
"3",2006,40,0,1
"3",2006,11,1,0
"3",2006,40,4,4
"3",2006,40,1,1
"3",2006,40,3,2
"3",2006,11,0,1
"3",2006,40,4,13
"3",2006,40,23,1
"3",2006,40,26,1
"3",2006,40,5,0
"3",2006,40,13,1
"3",2006,40,4,0
"3",2006,40,21,2
"3",2006,11,4,2
"3",2006,40,124,42
"3",2006,40,10,0
"3",2006,40,1,0
"3",2006,40,5,2
"3",2006,11,1,0
"3",2006,40,5,5
"3",2006,40,8,0
"3",2006,11,1,0
"3",2006,40,1,0
"3",2006,40,2,0
"3",2006,40,2,0
"3",2006,11,1,0
"3",2006,40,2,3
"3",2006,11,0,5
"3",2006,40,10,63
"3",2006,40,5,0
"3",2006,40,2,0
"3",2006,40,1,0
"3",2006,11,3,0
"3",2006,40,41,2
"3",2006,40,47,24
"3",2006,11,0,0
"3",2006,40,28,2
"3",2006,40,1,0
"3",2006,40,4,1
"3",2006,40,1,0
"3",2006,40,2,0
"3",2006,40,0,1
"3",2006,40,2,0
"3",2006,40,6,0
"3",2006,11,0,0
"3",2006,40,26,8
"3",2006,40,4,0
"3",2006,40,5,2
"3",2006,40,3,0
"3",2006,11,0,1
"3",2006,40,1,7
"3",2006,40,14,0
"3",2006,40,8,0
"3",2006,40,1,0
"3",2006,40,2,0
"2",2006,40,9,0
"2",2006,40,14,1
"2",2006,40,3,0
"2",2006,11,1,0
"2",2006,40,89,4
"2",2006,40,5,0
"2",2006,11,1,0
"2",2006,40,7,0
"2",2006,40,5,0
"2",2006,40,1,1
"2",2006,11,1,0
"2",2006,40,21,16
"2",2006,11,1,0
"2",2006,40,17,0
"2",2006,11,2,0
"2",2006,40,20,1
"2",2006,11,2,1
"2",2006,40,86,12
"2",2006,40,0,0
"2",2006,40,7,0
"2",2006,40,7,0
"2",2006,40,2,0
"2",2006,11,2,0
"2",2006,40,30,2
"2",2006,11,1,0
"2",2006,40,19,0
"2",2006,40,3,0
"2",2006,40,12,0
"2",2006,11,2,0
"2",2006,40,25,0
"2",2006,40,18,3
"2",2006,40,2,0
"2",2006,11,1,0
"2",2006,40,5,0
"2",2006,40,1,0
"2",2006,11,21,2
"2",2006,40,247,10
"2",2006,40,6,3
"2",2006,11,4,0
"2",2006,40,160,30
"2",2006,11,2,0
"2",2006,40,26,2
"2",2006,11,4,2
"2",2006,40,66,3
"2",2006,11,0,2
"2",2006,40,65,13
"2",2006,40,14,0
"2",2006,11,8,2
"2",2006,40,335,49
"2",2006,40,4,0
"2",2006,40,44,5
"2",2006,11,48,13
"2",2006,40,1095,236
"2",2006,11,3,0
"2",2006,40,95,12
"2",2006,11,2,0
"2",2006,40,45,4
"2",2006,11,4,0
"2",2006,40,74,23
"2",2006,40,19,2
"2",2006,40,2,0
"2",2006,40,18,0
"2",2006,40,2,1
"2",2006,40,11,0
"2",2006,11,12,0
"2",2006,40,117,2
"2",2006,11,6,0
"2",2006,40,47,0
"2",2006,11,1,0
"2",2006,40,43,1
"2",2006,40,64,3
"2",2006,40,1,0
"2",2006,40,59,0
"2",2006,40,13,2
"2",2006,40,33,0
"2",2006,40,22,0
"2",2006,11,1,0
"2",2006,40,20,0
"2",2006,40,1,0
"2",2006,11,13,3
"2",2006,40,132,7
"2",2006,11,3,1
"2",2006,40,19,6
"2",2006,11,31,6
"2",2006,40,332,57
"2",2006,40,5,0
"2",2006,40,7,1
"2",2006,40,6,1
"2",2006,40,5,0
"2",2006,11,14,2
"2",2006,40,117,6
"2",2006,11,0,0
"2",2006,40,32,6
"2",2006,11,1,0
"2",2006,40,17,7
"2",2006,11,1,0
"2",2006,40,6,1
"2",2006,11,1,0
"2",2006,40,6,1
"2",2006,40,13,0
"2",2006,40,2,0
"2",2006,40,56,1
"2",2006,40,0,0
"2",2006,40,5,0
"2",2006,11,3,0
"2",2006,40,77,0
"2",2006,11,12,0
"2",2006,40,88,1
"2",2006,40,3,0
"2",2006,11,1,0
"2",2006,40,21,1
"2",2006,40,50,2
"2",2006,11,5,0
"2",2006,40,62,2
"2",2006,40,2,0
"2",2006,40,10,0
"2",2006,40,11,0
"2",2006,11,1,1
"2",2006,40,36,1
"2",2006,40,14,0
"2",2006,11,4,0
"2",2006,40,134,11
"2",2006,40,6,0
"2",2006,40,9,0
"2",2006,40,2,0
"2",2006,40,4,0
"2",2006,40,13,2
"4",2006,11,5,1
"4",2006,40,220,98
"4",2006,11,0,1
"4",2006,40,66,59
"4",2006,40,7,2
"4",2006,11,0,1
"4",2006,40,67,97
"4",2006,40,10,16
"4",2006,11,4,0
"4",2006,40,149,47
"4",2006,11,9,1
"4",2006,40,398,173
"4",2006,11,1,0
"4",2006,40,83,8
"4",2006,40,54,19
"4",2006,11,7,24
"4",2006,40,129,326
"4",2006,40,1,0
"4",2006,40,59,8
"4",2006,11,1,0
"4",2006,40,66,59
"4",2006,40,73,25
"4",2006,40,2,2
"4",2006,40,1,1
"4",2006,11,1,0
"4",2006,40,7,17
"4",2006,11,1,0
"4",2006,40,46,3
"4",2006,40,1,0
"4",2006,40,5,5
"4",2006,11,1,0
"4",2006,40,16,2
"4",2006,40,5,0
"4",2006,11,1,0
"4",2006,40,45,3
"4",2006,11,1,0
"4",2006,40,20,1
"4",2006,40,9,0
"4",2006,40,3,0
"4",2006,40,1,0
"4",2006,11,5,1
"4",2006,40,130,8
"4",2006,40,9,0
"4",2006,40,127,25
"4",2006,40,16,0
"4",2006,11,2,0
"4",2006,40,67,8
"4",2006,40,60,1
"4",2006,40,1,0
"4",2006,40,1,0
"4",2006,11,1,0
"4",2006,40,7,0
"4",2006,11,1,0
"4",2006,40,134,1
"4",2006,40,17,0
"4",2006,40,1,0
"4",2006,40,29,1
"4",2006,40,14,0
"4",2006,40,30,2
"4",2006,11,1,0
"4",2006,40,7,0
"4",2006,11,7,4
"4",2006,40,170,97
"4",2006,11,4,5
"4",2006,40,249,139
"4",2006,11,1,0
"4",2006,40,36,12
"4",2006,40,4,0
"4",2006,11,3,1
"4",2006,40,212,47
"4",2006,11,1,1
"4",2006,40,22,26
"4",2006,40,7,4
"4",2006,11,4,1
"4",2006,40,22,17
"4",2006,11,2,4
"4",2006,40,63,57
"4",2006,40,42,7
"4",2006,11,3,7
"4",2006,40,107,166
"4",2006,11,2,2
"4",2006,40,55,29
"4",2006,40,28,5
"4",2006,40,3,0
"4",2006,40,76,14
"4",2006,40,7,0
"4",2006,40,5,0
"4",2006,40,0,1
"4",2006,40,2,11
"4",2006,40,4,0
"4",2006,11,0,0
"4",2006,40,7,1
"4",2006,40,29,2
"4",2006,40,6,1
"4",2006,40,0,0
"4",2006,40,39,3
"4",2006,11,3,1
"4",2006,40,0,3
"4",2006,11,2,0
"4",2006,40,99,0
"4",2006,40,46,2
"4",2006,40,4,0
"4",2006,11,5,0
"4",2006,40,337,1
"4",2006,40,44,1
"4",2006,40,102,4
"4",2006,40,6,0
"4",2006,11,4,0
"4",2006,40,740,44
"4",2006,40,157,7
"4",2006,40,43,3
"4",2006,40,28,1
"4",2006,40,11,1
"4",2006,11,26,8
"4",2006,40,1822,475
"4",2006,11,2,0
"4",2006,40,55,1
"4",2006,40,43,1
"4",2006,40,21,1
"4",2006,40,73,0
"4",2006,11,4,0
"4",2006,40,64,0
"4",2006,40,66,0
"4",2006,40,85,2
"4",2006,40,1,0
"4",2006,11,5,0
"4",2006,40,20,2
"4",2006,40,44,1
"4",2006,40,30,2
"4",2006,40,22,0
"4",2006,40,0,1
"4",2006,11,1,0
"4",2006,40,154,3
"4",2006,40,28,5
"4",2006,40,0,0
"4",2006,40,79,3
"4",2006,40,2,0
"4",2006,40,33,0
"4",2006,40,18,0
"4",2006,40,2,0
"4",2006,11,1,0
"4",2006,40,6,0
"4",2006,11,6,0
"4",2006,40,131,12
"4",2006,40,56,3
"4",2006,11,1,0
"4",2006,40,69,0
"4",2006,11,1,0
"4",2006,40,58,12
"4",2006,40,5,0
"4",2006,40,15,1
"4",2006,40,8,4
"4",2006,11,2,0
"4",2006,40,4,0
"4",2006,40,29,0
"4",2006,40,14,1
"4",2006,11,1,0
"4",2006,40,6,0
"4",2006,11,11,2
"4",2006,40,1135,99
"4",2006,40,17,0
"4",2006,11,7,9
"4",2006,40,973,360
"4",2006,40,179,7
"4",2006,40,107,27
"4",2006,40,48,1
"4",2006,40,34,0
"4",2006,11,1,0
"4",2006,40,13,16
"4",2006,40,1,0
"4",2006,40,2,0
"4",2006,11,5,0
"4",2006,40,20,2
"4",2006,40,108,14
"4",2006,40,38,3
"4",2006,40,150,25
"4",2006,40,37,18
"4",2006,40,3,0
"4",2006,11,1,0
"4",2006,40,41,2
"4",2006,40,3,0
"4",2006,11,0,2
"4",2006,40,165,10
"4",2006,40,21,1
"4",2006,11,2,0
"4",2006,40,94,22
"4",2006,11,2,0
"4",2006,40,4,0
"4",2006,40,31,1
"4",2006,40,22,2
"4",2006,40,4,0
"4",2006,11,67,33
"4",2006,40,1888,622
"4",2006,11,5,0
"4",2006,40,66,5
"4",2006,11,1,0
"4",2006,40,31,1
"4",2006,11,1,0
"4",2006,40,27,0
"4",2006,40,9,1
"4",2006,40,70,10
"4",2006,11,3,0
"4",2006,40,166,4
"4",2006,11,1,0
"4",2006,40,100,0
"4",2006,11,1,0
"4",2006,40,140,44
"4",2006,11,0,1
"4",2006,40,128,4
"4",2006,40,1,4
"4",2006,40,3,0
"4",2006,40,19,50
"4",2006,40,6,0
"4",2006,11,0,1
"4",2006,40,47,2
"4",2006,11,3,0
"4",2006,40,162,16
"4",2006,11,2,0
"4",2006,40,33,7
"4",2006,11,2,1
"4",2006,40,32,2
"4",2006,11,3,4
"4",2006,40,190,257
"4",2006,11,1,0
"4",2006,40,87,8
"4",2006,11,1,0
"4",2006,40,66,3
"4",2006,11,0,0
"4",2006,40,38,10
"4",2006,40,18,10
"4",2006,40,26,0
"4",2006,40,63,15
"4",2006,11,5,0
"4",2006,40,213,21
"4",2006,40,36,7
"4",2006,11,12,0
"4",2006,40,167,20
"4",2006,11,2,0
"4",2006,40,18,8
"4",2006,11,5,0
"4",2006,40,348,8
"4",2006,40,22,4
"4",2006,11,1,3
"4",2006,40,96,104
"4",2006,11,6,0
"4",2006,40,354,25
"4",2006,11,1,0
"4",2006,40,78,4
"4",2006,11,1,0
"4",2006,40,48,2
"4",2006,11,2,4
"4",2006,40,112,131
"4",2006,40,22,1
"4",2006,40,24,1
"4",2006,40,12,1
"4",2006,40,0,1
"4",2006,11,10,0
"4",2006,40,202,5
"4",2006,11,2,0
"4",2006,40,26,0
"4",2006,11,13,23
"4",2006,40,81,164
"4",2006,11,1,0
"4",2006,40,8,1
"4",2006,11,1,0
"4",2006,40,66,15
"4",2006,11,1,0
"4",2006,40,43,1
"4",2006,11,1,0
"4",2006,40,64,1
"4",2006,11,1,0
"4",2006,40,34,6
"4",2006,11,2,0
"4",2006,40,42,12
"4",2006,40,35,3
"4",2006,11,6,5
"4",2006,40,1062,564
"4",2006,11,160,99
"4",2006,40,6580,2854
"4",2006,11,1,0
"4",2006,40,117,41
"4",2006,40,34,5
"4",2006,11,1,0
"4",2006,40,73,0
"4",2006,11,2,1
"4",2006,40,55,14
"4",2006,11,5,0
"4",2006,40,97,4
"4",2006,11,2,0
"4",2006,40,27,1
"4",2006,11,5,0
"4",2006,40,201,14
"4",2006,11,8,2
"4",2006,40,293,146
"4",2006,40,6,0
"4",2006,40,101,21
"4",2006,11,9,5
"4",2006,40,223,137
"4",2006,11,2,0
"4",2006,40,146,3
"4",2006,11,9,4
"4",2006,40,398,106
"4",2006,40,80,8
"4",2006,40,1,0
"4",2006,40,2,0
"4",2006,11,6,0
"4",2006,40,86,2
"4",2006,40,19,2
"4",2006,11,1,0
"4",2006,40,35,0
"4",2006,11,1,0
"4",2006,40,54,3
"4",2006,40,3,0
"4",2006,11,1,0
"4",2006,40,40,3
"4",2006,40,211,71
"4",2006,11,1,0
"4",2006,40,13,1
"4",2006,40,22,13
"4",2006,40,49,0
"4",2006,11,13,0
"4",2006,40,230,6
"4",2006,40,11,4
"4",2006,11,1,0
"4",2006,40,28,2
"4",2006,40,127,21
"4",2006,40,21,0
"4",2006,11,2,0
"4",2006,40,13,3
"4",2006,11,3,0
"4",2006,40,155,29
"4",2006,11,1,0
"4",2006,40,186,2
"4",2006,11,2,1
"4",2006,40,122,53
"4",2006,11,1,0
"4",2006,40,14,2
"4",2006,40,0,2
"4",2006,40,0,1
"4",2006,40,1,5
"4",2006,40,9,0
"4",2006,11,8,3
"4",2006,40,270,216
"4",2006,40,6,1
"4",2006,11,5,1
"4",2006,40,95,33
"4",2006,11,4,0
"4",2006,40,115,6
"4",2006,40,39,2
"4",2006,11,1,0
"4",2006,40,229,19
"4",2006,11,2,0
"4",2006,40,1,0
"4",2006,40,71,24
"4",2006,40,2,0
"4",2006,40,6,1
"4",2006,40,18,3
"4",2006,40,4,3
"4",2006,11,1,0
"4",2006,40,89,13
"4",2006,40,1,0
"4",2006,40,13,1
"4",2006,11,2,0
"4",2006,40,125,16
"4",2006,40,9,0
"4",2006,40,2,0
"4",2006,40,2,0
"4",2006,40,2,0
"4",2006,11,0,0
"4",2006,40,46,1
"4",2006,40,2,0
"4",2006,40,143,1
"4",2006,40,50,2
"4",2006,11,1,0
"4",2006,40,85,6
"4",2006,40,46,1
"4",2006,40,1,0
"4",2006,11,4,0
"4",2006,40,7,0
"4",2006,11,3,2
"4",2006,40,249,20
"4",2006,11,1,0
"4",2006,40,87,6
"4",2006,40,26,3
"4",2006,40,21,2
"4",2006,11,2,0
"4",2006,40,22,1
"4",2006,11,2,0
"4",2006,40,186,15
"4",2006,11,2,0
"4",2006,40,259,66
"4",2006,11,2,0
"4",2006,40,10,0
"4",2006,11,2,0
"4",2006,40,28,1
"4",2006,40,17,0
"4",2006,40,1,0
"4",2006,40,13,0
"4",2006,40,25,0
"4",2006,40,0,0
"4",2006,11,2,0
"4",2006,40,216,2
"4",2006,40,3,0
"4",2006,40,2,0
"4",2006,40,17,0
"4",2006,40,51,0
"4",2006,11,0,0
"4",2006,40,29,0
"4",2006,40,82,14
"4",2006,11,2,0
"4",2006,40,22,1
"4",2006,11,5,0
"4",2006,40,465,33
"4",2006,40,3,0
"4",2006,40,63,14
"4",2006,40,66,0
"4",2006,11,1,0
"4",2006,40,8,9
"4",2006,40,3,1
"4",2006,11,1,0
"4",2006,40,21,0
"4",2006,11,1,0
"4",2006,40,48,4
"4",2006,40,17,0
"4",2006,11,1,0
"4",2006,40,166,4
"4",2006,40,11,0
"4",2006,11,0,0
"4",2006,40,5,6
"4",2006,40,14,3
"4",2006,40,3,0
"4",2006,40,2,0
"4",2006,11,1,0
"4",2006,40,112,1
"4",2006,40,59,4
"4",2006,40,8,0
"4",2006,11,1,0
"4",2006,40,33,0
"4",2006,11,4,0
"4",2006,40,11,0
"4",2006,11,8,1
"4",2006,40,161,6
"4",2006,11,21,0
"4",2006,40,747,58
"4",2006,40,38,0
"4",2006,11,2,0
"4",2006,40,132,23
"4",2006,11,5,0
"4",2006,40,214,13
"4",2006,11,0,0
"4",2006,40,26,3
"4",2006,40,18,0
"4",2006,40,51,4
"4",2006,11,1,1
"4",2006,40,222,20
"4",2006,11,7,0
"4",2006,40,257,9
"4",2006,11,3,0
"4",2006,40,192,9
"4",2006,40,38,1
"4",2006,11,1,0
"4",2006,40,94,5
"4",2006,40,21,4
"4",2006,40,101,4
"4",2006,40,179,5
"4",2006,11,1,0
"4",2006,40,53,0
"4",2006,11,3,0
"4",2006,40,104,5
"4",2006,40,59,0
"4",2006,11,16,1
"4",2006,40,544,23
"4",2006,40,4,1
"4",2006,11,5,0
"4",2006,40,56,5
"4",2006,40,101,8
"4",2006,40,2,0
"4",2006,11,1,0
"4",2006,40,178,5
"4",2006,40,27,1
"4",2006,11,1,3
"4",2006,40,112,11
"4",2006,40,2,0
"4",2006,40,3,0
"4",2006,40,0,0
"4",2006,40,68,3
"4",2006,40,36,2
"4",2006,40,44,0
"4",2006,11,1,0
"4",2006,40,36,2
"4",2006,40,119,6
"4",2006,40,3,1
"4",2006,40,23,1
"4",2006,11,0,1
"4",2006,40,36,0
"4",2006,40,4,0
"4",2006,11,1,0
"4",2006,40,28,2
"4",2006,11,1,0
"4",2006,40,190,10
"4",2006,11,1,0
"4",2006,40,40,1
"4",2006,40,36,4
"4",2006,40,63,5
"4",2006,11,2,0
"4",2006,40,219,22
"4",2006,40,1,0
"4",2006,40,5,0
"4",2006,40,78,3
"4",2006,40,5,0
"4",2006,11,13,4
"4",2006,40,955,91
"4",2006,11,3,3
"4",2006,40,93,20
"4",2006,40,57,10
"4",2006,40,47,12
"4",2006,11,1,0
"4",2006,40,76,1
"4",2006,11,2,0
"4",2006,40,66,15
"4",2006,11,5,1
"4",2006,40,251,51
"4",2006,11,1,0
"4",2006,40,122,7
"4",2006,40,30,1
"4",2006,11,0,1
"4",2006,40,169,31
"4",2006,11,0,1
"4",2006,40,114,44
"4",2006,11,1,1
"4",2006,40,412,104
"4",2006,40,92,11
"4",2006,11,4,0
"4",2006,40,291,44
"4",2006,40,1,0
"4",2006,40,19,2
"4",2006,11,1,0
"4",2006,40,70,7
"4",2006,40,1,0
"4",2006,11,4,0
"4",2006,40,88,3
"4",2006,11,2,0
"4",2006,40,105,12
"4",2006,40,53,2
"4",2006,11,6,2
"4",2006,40,222,147
"4",2006,11,0,0
"4",2006,40,137,21
"4",2006,40,13,1
"4",2006,40,13,0
"4",2006,11,3,0
"4",2006,40,123,21
"4",2006,40,2,0
"4",2006,40,1,0
"4",2006,11,18,1
"4",2006,40,36,4
